file,n,m,weighted,opt,algo,con,run,rec,del
antilemon/anti1000000.wsoap,1000001,2499998,1,500000000000001,pq,62,111,4,15
antilemon/anti1000000.wsoap,1000001,2499998,1,500000000000001,treap,236,373,4,0
antilemon/anti1000000.wsoap,1000001,2499998,1,500000000000001,hollow,55,316,4,0
antilemon/anti1000000.wsoap,1000001,2499998,1,500000000000001,set,244,151,4,34
antilemon/anti1000000.wsoap,1000001,2499998,1,500000000000001,gabow,86,752,13,79
antilemon/anti1000000.wsoap,1000001,2499998,1,500000000000001,felerius,195,311,12,0
antilemon/anti1000000.wsoap,1000001,2499998,1,500000000000001,spaghetti,95,79,0,0
antilemon/anti1000000.wsoap,1000001,2499998,1,500000000000001,yosupo,219,246,5,92
antilemon/anti100000.wsoap,100001,249998,1,50000000000001,pq,7,7,0,1
antilemon/anti100000.wsoap,100001,249998,1,50000000000001,treap,21,26,0,0
antilemon/anti100000.wsoap,100001,249998,1,50000000000001,hollow,6,30,0,0
antilemon/anti100000.wsoap,100001,249998,1,50000000000001,set,21,13,0,3
antilemon/anti100000.wsoap,100001,249998,1,50000000000001,gabow,9,70,0,6
antilemon/anti100000.wsoap,100001,249998,1,50000000000001,lemon,4,47307,0,0
antilemon/anti100000.wsoap,100001,249998,1,50000000000001,atofigh,2,52442,0,0
antilemon/anti100000.wsoap,100001,249998,1,50000000000001,felerius,12,11,0,0
antilemon/anti100000.wsoap,100001,249998,1,50000000000001,spaghetti,9,6,0,0
antilemon/anti100000.wsoap,100001,249998,1,50000000000001,yosupo,21,22,0,7
antilemon/anti1000.wsoap,1001,2498,1,500000000001,pq,0,0,0,0
antilemon/anti1000.wsoap,1001,2498,1,500000000001,treap,0,0,0,0
antilemon/anti1000.wsoap,1001,2498,1,500000000001,hollow,0,0,0,0
antilemon/anti1000.wsoap,1001,2498,1,500000000001,set,0,0,0,0
antilemon/anti1000.wsoap,1001,2498,1,500000000001,gabow,0,0,0,0
antilemon/anti1000.wsoap,1001,2498,1,500000000001,lemon,0,3,0,0
antilemon/anti1000.wsoap,1001,2498,1,500000000001,atofigh,0,6,0,0
antilemon/anti1000.wsoap,1001,2498,1,500000000001,felerius,0,0,0,0
antilemon/anti1000.wsoap,1001,2498,1,500000000001,spaghetti,0,0,0,0
antilemon/anti1000.wsoap,1001,2498,1,500000000001,yosupo,0,0,0,0
antilemon/anti1000.wsoap,1001,2498,1,500000000001,matrix,3,5,0,0
antilemon/anti100.wsoap,101,248,1,50000000001,pq,0,0,0,0
antilemon/anti100.wsoap,101,248,1,50000000001,treap,0,0,0,0
antilemon/anti100.wsoap,101,248,1,50000000001,hollow,0,0,0,0
antilemon/anti100.wsoap,101,248,1,50000000001,set,0,0,0,0
antilemon/anti100.wsoap,101,248,1,50000000001,gabow,0,0,0,0
antilemon/anti100.wsoap,101,248,1,50000000001,lemon,0,0,0,0
antilemon/anti100.wsoap,101,248,1,50000000001,atofigh,0,0,0,0
antilemon/anti100.wsoap,101,248,1,50000000001,felerius,0,0,0,0
antilemon/anti100.wsoap,101,248,1,50000000001,spaghetti,0,0,0,0
antilemon/anti100.wsoap,101,248,1,50000000001,yosupo,0,0,0,0
antilemon/anti100.wsoap,101,248,1,50000000001,matrix,0,0,0,0
antilemon/anti10000.wsoap,10001,24998,1,5000000000001,pq,0,0,0,0
antilemon/anti10000.wsoap,10001,24998,1,5000000000001,treap,1,2,0,0
antilemon/anti10000.wsoap,10001,24998,1,5000000000001,hollow,0,2,0,0
antilemon/anti10000.wsoap,10001,24998,1,5000000000001,set,1,1,0,0
antilemon/anti10000.wsoap,10001,24998,1,5000000000001,gabow,0,6,0,0
antilemon/anti10000.wsoap,10001,24998,1,5000000000001,lemon,0,384,0,0
antilemon/anti10000.wsoap,10001,24998,1,5000000000001,atofigh,0,368,0,11
antilemon/anti10000.wsoap,10001,24998,1,5000000000001,felerius,0,0,0,0
antilemon/anti10000.wsoap,10001,24998,1,5000000000001,spaghetti,0,0,0,0
antilemon/anti10000.wsoap,10001,24998,1,5000000000001,yosupo,2,2,0,0
antilemon/anti10000.wsoap,10001,24998,1,5000000000001,matrix,361,558,0,27
